Date,Country,City,Max Temp,Cloudiness,Humidity,Wind Speed,Latittude,Longitude
1637455659,UY,Rocha,56.89,0,74,6.31,-34.4833,-54.3333
1637456002,PG,Daru,82.8,73,83,14.38,-9.0763,143.2092
1637456002,TM,Annau,35.1,45,60,2.3,37.8876,58.516
1637456002,MX,Naica,68.4,18,36,6.4,27.85,-105.4833
1637456003,ID,Nabire,81.3,100,81,1.23,-3.3667,135.4833
1637455659,MG,Beloha,71.51,99,86,8.25,-25.1667,45.05
1637456003,AR,Bariloche,60.55,75,48,16.11,-41.1456,-71.3082
1637456004,MA,Safi,61.66,100,84,3.91,32.2994,-9.2372
1637456004,BR,Cananéia,67.41,100,82,3.42,-25.0147,-47.9267
1637456005,GQ,Aconibe,67.17,100,99,1.16,1.2968,10.9369
1637455865,CN,Dongsheng,16.97,0,34,28.68,39.8161,109.9776
1637456005,CF,Zemio,71.24,87,84,1.05,5.0314,25.1361
1637455866,CA,Port-Cartier,29.75,28,70,6.13,50.0334,-66.8654
1637456005,CM,Mokolo,73.58,10,21,5.44,10.7398,13.8019
1637455866,CI,Tabou,79.2,10,87,7.47,4.423,-7.3528
1637456006,CA,Lewisporte,32.38,36,72,9.08,49.2499,-55.0482
1637455661,MU,Quatre Cocos,76.08,2,73,5.86,-20.2078,57.7625
1637456006,ES,Mahon,61.36,40,88,6.91,39.8885,4.2658
1637456007,JP,Ishigaki,78.93,75,73,8.05,24.3448,124.1572
1637456007,TR,Emirdağ,35.2,8,84,0.6,39.0197,31.15
1637456007,CN,Hohhot,23.29,40,30,20.13,40.8106,111.6522
1637455672,AU,Sydney,61.59,90,95,4.0,-33.8679,151.2073
1637456008,BR,São João Batista,69.62,43,92,1.01,-27.2761,-48.8494
1637456008,TZ,Izazi,72.9,82,49,3.8,-7.2,35.7333
1637456008,US,Rancho Palos Verdes,68.52,40,87,1.99,33.7445,-118.387
1637456008,BR,Ecoporanga,70.99,100,98,4.7,-18.3733,-40.8306
1637456009,ET,Āsosa,62.69,48,37,6.76,10.0667,34.5333
1637456009,CN,Shitanjing,15.58,0,31,35.01,39.2342,106.3439
1637456009,RU,Alekseyevka,37.47,97,71,15.32,50.6309,38.6903
1637456010,RU,Khuzhir,13.71,91,67,10.96,53.1939,107.3397
1637456010,MG,Antsohihy,76.53,53,80,2.57,-14.8796,47.9875
1637456010,ID,Mataram,83.21,100,78,5.12,-8.5833,116.1167
1637456011,SA,Buraidah,55.85,1,43,3.53,26.326,43.975
1637455722,CO,Mosquera,57.29,75,94,2.3,4.7059,-74.2302
1637456011,RU,Anadyr,-12.5,0,77,8.95,64.75,177.4833
1637456011,PT,Vila,49.33,90,75,2.93,42.0304,-8.1588
1637456012,IN,Puri,75.72,23,84,6.67,19.8,85.85
1637456012,UA,Chudniv,46.81,100,87,16.75,50.052,28.1175
1637456012,DK,Rønne,49.91,90,87,24.16,55.1009,14.7066
1637456013,NZ,Ngunguru,71.17,38,81,9.84,-35.6167,174.5
1637456013,IN,Kondagaon,67.96,9,96,2.3,19.6,81.6667
1637455869,RU,Lagan,47.48,100,77,27.96,45.3929,47.3707
1637456014,NZ,Tuatapere,56.25,100,92,2.28,-46.1333,167.6833
1637455664,SO,Eyl,74.21,97,77,8.75,7.9803,49.8164
1637456014,EE,Puhja,37.94,93,90,6.22,58.3419,26.3147
1637456015,AU,Mount Isa,94.77,7,34,12.66,-20.7333,139.5
1637455825,AR,Viedma,72.77,100,26,3.18,-40.8135,-62.9967
1637456016,RU,Pizhanka,28.81,100,98,3.71,57.4604,48.542
1637456016,RU,Okhotsk,8.28,99,78,18.16,59.3833,143.3
1637455870,AU,Flinders,62.19,100,90,5.01,-34.5833,150.8552
1637456017,LY,Sabha,62.06,99,58,12.77,27.0377,14.4283
1637456017,US,Griffith,47.89,1,71,0.0,41.5284,-87.4237
1637456018,RU,Aksarayskiy,46.35,100,83,23.69,46.7924,48.0119
1637456018,RU,Sargatskoye,15.01,100,86,11.03,55.6101,73.4972
1637456018,US,Makakilo City,83.95,75,59,9.22,21.3469,-158.0858
1637456019,BR,Cunha,57.97,100,98,3.51,-23.0744,-44.9597
1637455666,CD,Nioki,69.28,100,99,3.06,-2.7167,17.6833
1637456019,RU,Abalak,20.41,100,88,10.2,58.1286,68.5944
1637455853,CA,Kenora,31.17,20,69,10.36,49.8167,-94.4337
1637455817,CA,Prince Rupert,44.29,90,91,19.57,54.3161,-130.3201
1637456020,NA,Henties Bay,59.86,64,95,7.16,-22.116,14.2845
1637456020,RU,Tsimmerbude,50.05,100,85,22.19,54.675,20.1347
1637456021,GH,Bolgatanga,79.09,0,18,5.95,10.7856,-0.8514
1637456021,NC,Pouembout,82.22,98,56,8.46,-21.1333,164.9
1637456021,RU,Zheleznodorozhnyy,35.82,100,85,14.94,55.7503,38.0042
1637455862,BR,Cabedelo,79.47,99,73,12.33,-6.9811,-34.8339
1637456022,CD,Kalemie,70.02,100,83,6.76,-5.9475,29.1947
1637456022,NA,Maltahöhe,60.75,0,40,8.81,-24.8333,16.9833
1637455667,PT,Ponta do Sol,65.12,99,60,6.85,32.6667,-17.1
1637456022,PG,Namatanai,77.2,92,82,10.45,-3.6667,152.4333
1637455872,KE,Lamu,79.21,100,82,8.95,-2.2717,40.902
1637456023,CD,Kasongo-Lunda,68.25,99,99,0.25,-6.4667,16.8167
1637456023,TR,Erzin,48.72,12,71,6.96,36.9559,36.2
1637456023,AU,Ulladulla,61.7,100,90,9.26,-35.35,150.4667
1637456024,CN,Kumul,25.57,0,43,5.35,42.8,93.45
1637456024,TH,Sai Buri,81.97,98,83,5.68,6.7013,101.6168
1637456025,US,Palatka,70.97,38,80,6.11,29.6486,-81.6376
1637456025,CA,Fort Nelson,-2.61,75,78,2.3,58.8053,-122.7002
1637456025,DE,Bone,48.81,93,80,8.66,51.9669,12.1396
1637456025,RU,Nizhniy Kuranakh,-14.76,79,98,0.76,58.8353,125.4869
1637456026,MY,Sandakan,82.08,20,83,5.99,5.8402,118.1179
1637456026,ID,Merauke,85.91,100,71,10.87,-8.4667,140.3333
1637455874,ZA,George,58.55,90,88,4.61,-33.963,22.4617
1637456027,IE,Blessington,40.6,20,93,6.91,53.17,-6.5325
1637456027,RO,Asău,42.96,28,65,6.26,46.4333,26.4
1637455786,AR,Presidencia Roque Sáenz Peña,68.02,99,57,6.08,-26.7852,-60.4388
1637456027,ES,Ferrol,54.72,21,89,3.58,43.4832,-8.2369
1637455875,RU,Zhigansk,-26.0,90,99,5.08,66.7697,123.3711
1637456028,BY,Kobryn,49.03,100,78,19.28,52.2138,24.3564
1637455670,NA,Lüderitz,57.63,0,93,13.09,-26.6481,15.1594
1637456028,ZA,Burgersdorp,51.3,100,76,6.64,-30.9977,26.3286
1637456028,DO,Pedernales,78.67,6,72,0.56,18.0384,-71.744
1637455875,US,Rome,42.66,1,76,6.91,43.2128,-75.4557
1637455670,GL,Narsaq,34.02,100,99,3.29,60.9167,-46.05
1637456029,US,Twentynine Palms,71.74,100,19,4.0,34.1356,-116.0542
1637456029,CN,Nanning,72.05,95,90,5.68,22.8167,108.3167
1637456030,RU,Savinka,38.37,100,73,23.09,50.0785,47.0994
1637456030,CL,Ancud,56.73,100,95,5.39,-41.8697,-73.8203
1637456030,IR,Semnan,42.06,59,59,2.15,35.5729,53.3971
1637456031,SO,Jilib,74.37,38,92,3.36,0.4883,42.7854
1637456031,RU,Novikovo,39.02,100,63,15.08,51.1537,37.8879
1637455671,RU,Ostrovnoy,28.31,100,88,2.73,68.0531,39.5131
1637456032,PH,Kinablangan,84.85,61,68,0.72,7.6947,126.5503
1637456032,NP,Khanbari,57.15,35,86,2.39,27.3747,87.2039
1637455672,IN,Tura,62.83,97,75,2.42,25.5198,90.2201
1637456033,UZ,Yangi Marg`ilon,30.92,0,59,9.22,40.4272,71.7189
1637456033,AU,Ballina,73.36,90,92,3.44,-28.8667,153.5667
1637455877,US,Jackson,44.47,75,84,0.0,42.4165,-122.8345
1637456033,BR,Iporá,71.56,99,90,1.54,-16.4419,-51.1178
1637455673,GH,Esim,79.14,12,90,6.93,4.8699,-2.2405
1637456034,JP,Yamada,50.65,15,51,1.79,39.4667,141.95
1637456034,PH,City of San Pedro,83.32,75,83,3.44,14.35,121.0167
1637456035,ID,Padang,77.05,99,78,1.41,-0.9492,100.3543
1637456035,KE,Migori,64.18,100,78,5.01,-1.0634,34.4731
1637455673,RU,Lavrentiya,2.23,11,90,8.08,65.5833,-171.0
1637455769,CA,Whitehorse,-8.63,90,84,2.3,60.7161,-135.0538
1637455674,MV,Kulhudhuffushi,81.45,90,69,15.84,6.6221,73.07
1637456033,US,Muscle Shoals,52.36,100,66,1.01,34.7448,-87.6675
1637456036,RU,Mil'kovo,34.14,100,74,20.27,54.7167,158.6167
1637456036,PK,Nushki,44.42,0,40,1.9,29.5542,66.0215
1637456036,PE,Lagunas,75.76,100,83,3.13,-5.2269,-75.6753
1637456037,TH,Phuket,83.08,20,100,2.3,8.0,98.25
1637456037,PY,San Lorenzo,76.14,0,53,4.61,-25.3333,-57.5333
1637456038,RU,Chuguyevka,28.63,98,76,1.54,44.1653,133.8633
1637455675,PG,Samarai,82.35,34,78,10.74,-10.6167,150.6667
1637456038,VE,La Asuncion,78.19,80,86,11.68,11.0333,-63.8628
1637456038,RU,Igarka,-13.65,12,85,14.18,67.4667,86.5833
